Index,RecordType,FrameIndex,World,ExecutingSystem,OriginSystem,Entities,ComponentTypes,Data
501,SetComponentData,223,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.31666683964431 DeltaTime=0.01666667}}]"
502,GetBufferRW,223,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
503,SetComponentData,223,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.32469312753528 DeltaTime=0.008568402}}]"
504,SetComponentData,224,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.33497892692685 DeltaTime=0.0102858}}]"
505,GetBufferRW,224,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
506,SetComponentData,224,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.33333350718021 DeltaTime=0.01666667}}]"
507,GetBufferRW,224,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
508,SetComponentData,224,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.33497892692685 DeltaTime=0.0102858}}]"
509,GetBufferRW,224,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
510,SetComponentData,224,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.09111026674509 DeltaTime=0.0694528}}]"
511,GetBufferRW,224,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
512,SetComponentData,224,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.33497892692685 DeltaTime=0.0102858}}]"
513,SetComponentData,225,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.34835592564195 DeltaTime=0.013377}}]"
514,SetComponentData,226,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.35904373042285 DeltaTime=0.0106878}}]"
515,GetBufferRW,226,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
516,SetComponentData,226,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.35000017471611 DeltaTime=0.01666667}}]"
517,GetBufferRW,226,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
518,SetComponentData,226,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.35904373042285 DeltaTime=0.0106878}}]"
519,SetComponentData,227,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.36935222707689 DeltaTime=0.0103085}}]"
520,GetBufferRW,227,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
521,SetComponentData,227,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.36666684225202 DeltaTime=0.01666667}}]"
522,GetBufferRW,227,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
523,SetComponentData,227,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.36935222707689 DeltaTime=0.0103085}}]"
524,SetComponentData,228,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.38217182736844 DeltaTime=0.0128196}}]"
525,SetComponentData,229,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.39321092888713 DeltaTime=0.0110391}}]"
526,GetBufferRW,229,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
527,SetComponentData,229,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.38333350978792 DeltaTime=0.01666667}}]"
528,GetBufferRW,229,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
529,SetComponentData,229,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.39321092888713 DeltaTime=0.0110391}}]"
530,SetComponentData,230,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.40862872917205 DeltaTime=0.0154178}}]"
531,GetBufferRW,230,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
532,SetComponentData,230,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.40000017732382 DeltaTime=0.01666667}}]"
533,GetBufferRW,230,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
534,SetComponentData,230,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.40862872917205 DeltaTime=0.0154178}}]"
535,GetBufferRW,230,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
536,SetComponentData,230,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.1643990650773 DeltaTime=0.0732888}}]"
537,GetBufferRW,230,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
538,SetComponentData,230,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.40862872917205 DeltaTime=0.0154178}}]"
539,SetComponentData,231,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.41756002884358 DeltaTime=0.0089313}}]"
540,GetBufferRW,231,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
541,SetComponentData,231,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.41666684485972 DeltaTime=0.01666667}}]"
542,GetBufferRW,231,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
543,SetComponentData,231,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.41756002884358 DeltaTime=0.0089313}}]"
544,SetComponentData,232,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.42815492674708 DeltaTime=0.0105949}}]"
545,SetComponentData,233,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.44030692521483 DeltaTime=0.012152}}]"
546,GetBufferRW,233,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
547,SetComponentData,233,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.43333351239562 DeltaTime=0.01666667}}]"
548,GetBufferRW,233,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
549,SetComponentData,233,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.44030692521483 DeltaTime=0.012152}}]"
550,SetComponentData,234,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.44882593024522 DeltaTime=0.008519005}}]"
551,GetBufferRW,235,"Default World",,,"Scene (Live converted): New Sub Scene (42:1)",Unity.Scenes.ResolvedSectionEntity,
552,SetComponentData,235,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.45712342858315 DeltaTime=0.008297498}}]"
553,GetBufferRW,235,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
554,SetComponentData,235,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.45000017993152 DeltaTime=0.01666667}}]"
555,GetBufferRW,235,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
556,SetComponentData,235,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.45712342858315 DeltaTime=0.008297498}}]"
557,SetComponentData,236,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.47218612674624 DeltaTime=0.0150627}}]"
558,GetBufferRW,236,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
559,SetComponentData,236,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.46666684746742 DeltaTime=0.01666667}}]"
560,GetBufferRW,236,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
561,SetComponentData,236,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.47218612674624 DeltaTime=0.0150627}}]"
562,SetComponentData,237,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.48281932529062 DeltaTime=0.0106332}}]"
563,GetBufferRW,237,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
564,SetComponentData,237,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.23844376206398 DeltaTime=0.0740447}}]"
565,GetBufferRW,237,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
566,SetComponentData,237,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.48281932529062 DeltaTime=0.0106332}}]"
567,SetComponentData,238,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.49180973041803 DeltaTime=0.008990405}}]"
568,GetBufferRW,238,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
569,SetComponentData,238,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.48333351500332 DeltaTime=0.01666667}}]"
570,GetBufferRW,238,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
571,SetComponentData,238,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.49180973041803 DeltaTime=0.008990405}}]"
572,SetComponentData,239,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.50727102532983 DeltaTime=0.01546129}}]"
573,GetBufferRW,239,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
574,SetComponentData,239,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.50000018253922 DeltaTime=0.01666667}}]"
575,GetBufferRW,239,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
576,SetComponentData,239,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.50727102532983 DeltaTime=0.01546129}}]"
577,SetComponentData,240,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.5170682258904 DeltaTime=0.009797201}}]"
578,GetBufferRW,240,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
579,SetComponentData,240,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.51666685007513 DeltaTime=0.01666667}}]"
580,GetBufferRW,240,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
581,SetComponentData,240,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.5170682258904 DeltaTime=0.009797201}}]"
582,SetComponentData,241,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.52628052793443 DeltaTime=0.009212302}}]"
583,SetComponentData,242,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.53683082573116 DeltaTime=0.0105503}}]"
584,GetBufferRW,242,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
585,SetComponentData,242,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.53333351761103 DeltaTime=0.01666667}}]"
586,GetBufferRW,242,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
587,SetComponentData,242,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.53683082573116 DeltaTime=0.0105503}}]"
588,SetComponentData,243,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.54967432748526 DeltaTime=0.0128435}}]"
589,GetBufferRW,243,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
590,SetComponentData,243,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.30557726323605 DeltaTime=0.0671335}}]"
591,GetBufferRW,243,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
592,SetComponentData,243,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.54967432748526 DeltaTime=0.0128435}}]"
593,SetComponentData,244,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.55992112495005 DeltaTime=0.0102468}}]"
594,GetBufferRW,244,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
595,SetComponentData,244,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.55000018514693 DeltaTime=0.01666667}}]"
596,GetBufferRW,244,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
597,SetComponentData,244,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.55992112495005 DeltaTime=0.0102468}}]"
598,SetComponentData,245,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.57180232554674 DeltaTime=0.0118812}}]"
599,GetBufferRW,245,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
600,SetComponentData,245,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.56666685268283 DeltaTime=0.01666667}}]"
601,GetBufferRW,245,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
602,SetComponentData,245,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.57180232554674 DeltaTime=0.0118812}}]"
603,SetComponentData,246,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.58353012427688 DeltaTime=0.0117278}}]"
604,GetBufferRW,246,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
605,SetComponentData,246,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.58333352021873 DeltaTime=0.01666667}}]"
606,GetBufferRW,246,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
607,SetComponentData,246,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.58353012427688 DeltaTime=0.0117278}}]"
608,SetComponentData,247,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.59340472705662 DeltaTime=0.009874603}}]"
609,SetComponentData,248,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.60458172578365 DeltaTime=0.011177}}]"
610,GetBufferRW,248,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
611,SetComponentData,248,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.60000018775463 DeltaTime=0.01666667}}]"
612,GetBufferRW,248,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
613,SetComponentData,248,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.60458172578365 DeltaTime=0.011177}}]"
614,GetBufferRW,249,"Default World",,,"Scene (Live converted): New Sub Scene (42:1)",Unity.Scenes.ResolvedSectionEntity,
615,SetComponentData,249,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.61720073129982 DeltaTime=0.01261901}}]"
616,GetBufferRW,249,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
617,SetComponentData,249,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.61666685529053 DeltaTime=0.01666667}}]"
618,GetBufferRW,249,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
619,SetComponentData,249,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.61720073129982 DeltaTime=0.01261901}}]"
620,GetBufferRW,249,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
621,SetComponentData,249,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.37301126122475 DeltaTime=0.067434}}]"
622,GetBufferRW,249,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
623,SetComponentData,249,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.61720073129982 DeltaTime=0.01261901}}]"
624,SetComponentData,250,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.62934633065015 DeltaTime=0.0121456}}]"
625,SetComponentData,251,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.6413222309202 DeltaTime=0.0119759}}]"
626,GetBufferRW,251,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
627,SetComponentData,251,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.63333352282643 DeltaTime=0.01666667}}]"
628,GetBufferRW,251,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
629,SetComponentData,251,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.6413222309202 DeltaTime=0.0119759}}]"
630,SetComponentData,252,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.65352992620319 DeltaTime=0.0122077}}]"
631,GetBufferRW,252,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
632,SetComponentData,252,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.65000019036233 DeltaTime=0.01666667}}]"
633,GetBufferRW,252,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
634,SetComponentData,252,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.65352992620319 DeltaTime=0.0122077}}]"
635,SetComponentData,253,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.66226962953806 DeltaTime=0.008739703}}]"
636,SetComponentData,254,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.67266603000462 DeltaTime=0.0103964}}]"
637,GetBufferRW,254,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
638,SetComponentData,254,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.66666685789824 DeltaTime=0.01666667}}]"
639,GetBufferRW,254,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
640,SetComponentData,254,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.67266603000462 DeltaTime=0.0103964}}]"
641,SetComponentData,255,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.6854216279462 DeltaTime=0.0127556}}]"
642,GetBufferRW,255,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
643,SetComponentData,255,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.68333352543414 DeltaTime=0.01666667}}]"
644,GetBufferRW,255,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
645,SetComponentData,255,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.6854216279462 DeltaTime=0.0127556}}]"
646,GetBufferRW,255,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
647,SetComponentData,255,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.44112455844879 DeltaTime=0.0681133}}]"
648,GetBufferRW,255,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
649,SetComponentData,255,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.6854216279462 DeltaTime=0.0127556}}]"
650,SetComponentData,256,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.69589062593877 DeltaTime=0.010469}}]"
651,SetComponentData,257,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.70936413109303 DeltaTime=0.01347351}}]"
652,GetBufferRW,257,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
653,SetComponentData,257,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.70000019297004 DeltaTime=0.01666667}}]"
654,GetBufferRW,257,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
655,SetComponentData,257,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.70936413109303 DeltaTime=0.01347351}}]"
656,SetComponentData,258,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.71990772522986 DeltaTime=0.01054359}}]"
657,GetBufferRW,258,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
658,SetComponentData,258,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.71666686050594 DeltaTime=0.01666667}}]"
659,GetBufferRW,258,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
660,SetComponentData,258,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.71990772522986 DeltaTime=0.01054359}}]"
661,SetComponentData,259,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.72881672438234 DeltaTime=0.008908999}}]"
662,SetComponentData,260,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.74456542823464 DeltaTime=0.0157487}}]"
663,GetBufferRW,260,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
664,SetComponentData,260,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.73333352804184 DeltaTime=0.01666667}}]"
665,GetBufferRW,260,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
666,SetComponentData,260,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.74456542823464 DeltaTime=0.0157487}}]"
